video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count,latency_ms
seq_07_panic_dispersion_a.mp4,127,6.35,0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,WARNING,CRITICAL,22,149.36
seq_07_panic_dispersion_a.mp4,128,6.4,0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,WARNING,CRITICAL,22,138.52
seq_07_panic_dispersion_a.mp4,129,6.45,0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,WARNING,CRITICAL,22,121.38
seq_07_panic_dispersion_a.mp4,130,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,WARNING,CRITICAL,22,127.17
seq_07_panic_dispersion_a.mp4,131,6.55,0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,WARNING,CRITICAL,22,123.73
seq_07_panic_dispersion_a.mp4,132,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,WARNING,CRITICAL,22,123.21
seq_07_panic_dispersion_a.mp4,133,6.65,0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,WARNING,CRITICAL,22,117.39
seq_07_panic_dispersion_a.mp4,134,6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,WARNING,CRITICAL,22,131.87
seq_07_panic_dispersion_a.mp4,135,6.75,0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,WARNING,CRITICAL,22,138.7
seq_07_panic_dispersion_a.mp4,136,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,WARNING,CRITICAL,22,129.34
seq_07_panic_dispersion_a.mp4,137,6.85,0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,WARNING,CRITICAL,22,130.03
seq_07_panic_dispersion_a.mp4,138,6.9,0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,WARNING,CRITICAL,22,129.82
seq_07_panic_dispersion_a.mp4,139,6.95,0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,WARNING,CRITICAL,22,135.4
seq_07_panic_dispersion_a.mp4,140,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,WARNING,CRITICAL,22,128.02
seq_07_panic_dispersion_a.mp4,141,7.05,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,WARNING,CRITICAL,22,144.25
seq_07_panic_dispersion_a.mp4,142,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,WARNING,CRITICAL,22,130.77
seq_07_panic_dispersion_a.mp4,143,7.15,0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,WARNING,CRITICAL,22,135.8
seq_07_panic_dispersion_a.mp4,144,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,WARNING,CRITICAL,22,132.15
seq_07_panic_dispersion_a.mp4,145,7.25,0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,WARNING,CRITICAL,22,127.81
seq_07_panic_dispersion_a.mp4,146,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,WARNING,CRITICAL,22,115.52
seq_07_panic_dispersion_a.mp4,147,7.35,0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,WARNING,CRITICAL,22,124.72
seq_07_panic_dispersion_a.mp4,148,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,WARNING,CRITICAL,22,124.0
seq_07_panic_dispersion_a.mp4,149,7.45,0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,WARNING,CRITICAL,22,127.64
seq_07_panic_dispersion_a.mp4,150,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,WARNING,CRITICAL,22,118.76
seq_07_panic_dispersion_a.mp4,151,7.55,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,WARNING,CRITICAL,22,125.63
seq_07_panic_dispersion_a.mp4,152,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,WARNING,CRITICAL,22,140.06
seq_07_panic_dispersion_a.mp4,153,7.65,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,WARNING,CRITICAL,22,131.17
seq_07_panic_dispersion_a.mp4,154,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,WARNING,CRITICAL,22,119.98
seq_07_panic_dispersion_a.mp4,155,7.75,0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,WARNING,CRITICAL,22,131.68
seq_07_panic_dispersion_a.mp4,156,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,WARNING,CRITICAL,22,128.74
seq_07_panic_dispersion_a.mp4,157,7.85,0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,NORMAL,CRITICAL,22,127.03
seq_07_panic_dispersion_a.mp4,158,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,NORMAL,CRITICAL,22,133.74
seq_07_panic_dispersion_a.mp4,159,7.95,0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,NORMAL,CRITICAL,22,123.25
seq_07_panic_dispersion_a.mp4,160,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,NORMAL,CRITICAL,22,131.53
seq_07_panic_dispersion_a.mp4,161,8.05,0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,NORMAL,CRITICAL,22,119.24
seq_07_panic_dispersion_a.mp4,162,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,NORMAL,CRITICAL,22,148.71
seq_07_panic_dispersion_a.mp4,163,8.15,0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,NORMAL,CRITICAL,22,125.22
seq_07_panic_dispersion_a.mp4,164,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,NORMAL,CRITICAL,22,135.37
seq_07_panic_dispersion_a.mp4,165,8.25,0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,NORMAL,CRITICAL,22,136.94
seq_07_panic_dispersion_a.mp4,166,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,NORMAL,CRITICAL,22,147.34
seq_07_panic_dispersion_a.mp4,167,8.35,0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,NORMAL,CRITICAL,22,131.93
seq_07_panic_dispersion_a.mp4,168,8.4,0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,NORMAL,CRITICAL,22,129.37
seq_07_panic_dispersion_a.mp4,169,8.45,0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,NORMAL,CRITICAL,22,145.44
seq_07_panic_dispersion_a.mp4,170,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,NORMAL,CRITICAL,22,137.15
seq_07_panic_dispersion_a.mp4,171,8.55,0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,NORMAL,CRITICAL,22,139.27
seq_07_panic_dispersion_a.mp4,172,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,NORMAL,CRITICAL,22,141.37
seq_07_panic_dispersion_a.mp4,173,8.65,0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,NORMAL,CRITICAL,22,122.32
seq_07_panic_dispersion_a.mp4,174,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NORMAL,CRITICAL,22,123.67
seq_07_panic_dispersion_a.mp4,175,8.75,0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,NORMAL,CRITICAL,22,124.61
seq_07_panic_dispersion_a.mp4,176,8.8,0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,NORMAL,CRITICAL,22,137.56
seq_07_panic_dispersion_a.mp4,177,8.85,0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,NORMAL,CRITICAL,22,120.92
seq_07_panic_dispersion_a.mp4,178,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,NORMAL,CRITICAL,22,120.77
seq_07_panic_dispersion_a.mp4,179,8.95,0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,NORMAL,CRITICAL,22,113.98
seq_07_panic_dispersion_a.mp4,180,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,NORMAL,CRITICAL,22,136.86
seq_07_panic_dispersion_a.mp4,181,9.05,0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,NORMAL,CRITICAL,22,122.28
seq_07_panic_dispersion_a.mp4,182,9.1,0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,NORMAL,CRITICAL,22,123.37
seq_07_panic_dispersion_a.mp4,183,9.15,0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,NORMAL,CRITICAL,22,123.65
seq_07_panic_dispersion_a.mp4,184,9.2,0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,NORMAL,CRITICAL,22,138.06
seq_07_panic_dispersion_a.mp4,185,9.25,0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,NORMAL,CRITICAL,22,117.42
seq_07_panic_dispersion_a.mp4,186,9.3,0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,NORMAL,CRITICAL,22,114.36
seq_07_panic_dispersion_a.mp4,187,9.35,0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,NORMAL,CRITICAL,22,112.27
seq_07_panic_dispersion_a.mp4,188,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,NORMAL,CRITICAL,22,167.12
seq_07_panic_dispersion_a.mp4,189,9.45,0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,NORMAL,CRITICAL,22,161.48
seq_07_panic_dispersion_a.mp4,190,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,NORMAL,CRITICAL,22,158.4
seq_07_panic_dispersion_a.mp4,191,9.55,0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,NORMAL,CRITICAL,22,149.69
seq_07_panic_dispersion_a.mp4,192,9.6,0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,NORMAL,CRITICAL,22,166.46
seq_07_panic_dispersion_a.mp4,193,9.65,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,NORMAL,CRITICAL,22,144.96
seq_07_panic_dispersion_a.mp4,194,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,NORMAL,CRITICAL,22,143.6
seq_07_panic_dispersion_a.mp4,195,9.75,0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,NORMAL,CRITICAL,22,163.5
seq_07_panic_dispersion_a.mp4,196,9.8,0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,NORMAL,CRITICAL,22,158.3
seq_07_panic_dispersion_a.mp4,197,9.85,0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,NORMAL,CRITICAL,22,141.88
seq_07_panic_dispersion_a.mp4,198,9.9,0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,NORMAL,CRITICAL,22,161.66
seq_07_panic_dispersion_a.mp4,199,9.95,0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,NORMAL,CRITICAL,22,148.22
seq_08_panic_dispersion_b.mp4,0,0.0,18,24.9,24.89,4.9,10.69,0.917,88.2,10.3,NORMAL,NORMAL,22,151.53
seq_08_panic_dispersion_b.mp4,1,0.05,17,26.4,26.38,1.04,1.83,0.873,88.2,12.2,NORMAL,NORMAL,22,153.73
seq_08_panic_dispersion_b.mp4,2,0.1,17,26.5,26.5,0.95,1.67,0.944,91.2,14.1,NORMAL,NORMAL,22,159.75
seq_08_panic_dispersion_b.mp4,3,0.15,18,24.8,24.79,0.94,1.84,0.86,83.8,15.7,NORMAL,NORMAL,22,148.66
seq_08_panic_dispersion_b.mp4,4,0.2,18,24.8,24.8,0.96,1.78,0.948,95.3,17.8,NORMAL,NORMAL,22,149.42
seq_08_panic_dispersion_b.mp4,5,0.25,18,24.8,24.81,0.97,1.57,0.919,90.6,20.6,NORMAL,NORMAL,22,145.11
seq_08_panic_dispersion_b.mp4,6,0.3,19,25.0,25.01,0.99,1.85,0.903,87.0,23.6,NORMAL,NORMAL,22,147.35
seq_08_panic_dispersion_b.mp4,7,0.35,20,24.7,24.67,0.96,1.62,0.82,77.5,26.6,NORMAL,NORMAL,22,143.35
seq_08_panic_dispersion_b.mp4,8,0.4,20,24.5,24.54,0.97,2.03,0.939,85.4,29.6,NORMAL,NORMAL,22,152.9
seq_08_panic_dispersion_b.mp4,9,0.45,20,24.4,-0.52,0.99,2.07,0.894,81.3,29.0,NORMAL,NORMAL,22,145.28
seq_08_panic_dispersion_b.mp4,10,0.5,20,24.2,-2.14,1.05,2.34,0.899,88.0,25.4,NORMAL,NORMAL,22,146.07
seq_08_panic_dispersion_b.mp4,11,0.55,20,24.1,-2.36,0.9,1.71,0.871,85.1,22.3,NORMAL,NORMAL,22,154.16
seq_08_panic_dispersion_b.mp4,12,0.6,20,24.1,-0.7,0.97,1.97,0.882,83.4,19.3,NORMAL,NORMAL,22,151.98
seq_08_panic_dispersion_b.mp4,13,0.65,20,24.1,-0.71,0.96,2.06,0.906,87.5,16.6,NORMAL,NORMAL,22,156.32
seq_08_panic_dispersion_b.mp4,14,0.7,20,24.1,-0.69,0.92,1.73,0.843,83.3,13.9,NORMAL,NORMAL,22,161.57
seq_08_panic_dispersion_b.mp4,15,0.75,19,24.0,-0.96,1.05,1.94,0.921,90.7,13.0,NORMAL,NORMAL,22,156.23
seq_08_panic_dispersion_b.mp4,16,0.8,19,24.2,-0.51,0.9,1.83,0.927,91.3,12.7,NORMAL,NORMAL,22,170.59
seq_08_panic_dispersion_b.mp4,17,0.85,18,23.7,-0.86,0.95,1.78,0.933,90.6,12.3,NORMAL,NORMAL,22,182.45
seq_08_panic_dispersion_b.mp4,18,0.9,18,23.7,-0.68,0.94,1.91,0.805,80.6,11.8,NORMAL,NORMAL,22,163.59
seq_08_panic_dispersion_b.mp4,19,0.95,18,23.7,-0.51,0.99,1.84,0.85,82.4,12.4,NORMAL,NORMAL,22,166.98
seq_08_panic_dispersion_b.mp4,20,1.0,17,23.6,-0.58,1.06,1.8,0.895,90.7,13.0,NORMAL,NORMAL,22,165.8
seq_08_panic_dispersion_b.mp4,21,1.05,17,23.5,-0.55,0.98,2.17,0.833,76.5,13.6,NORMAL,NORMAL,22,154.9
seq_08_panic_dispersion_b.mp4,22,1.1,16,23.0,-1.04,0.99,2.1,0.903,81.5,14.2,NORMAL,NORMAL,22,147.27
seq_08_panic_dispersion_b.mp4,23,1.15,16,22.9,-1.19,0.94,1.86,0.788,76.0,14.8,NORMAL,NORMAL,22,146.97
seq_08_panic_dispersion_b.mp4,24,1.2,15,22.9,-1.14,0.92,1.77,0.865,82.4,15.3,NORMAL,NORMAL,22,145.1
seq_08_panic_dispersion_b.mp4,25,1.25,16,22.9,-1.28,0.98,1.79,0.828,87.3,15.9,NORMAL,NORMAL,22,144.63
seq_08_panic_dispersion_b.mp4,26,1.3,15,22.9,-0.81,0.88,1.52,0.956,98.0,16.6,NORMAL,NORMAL,22,138.09
seq_08_panic_dispersion_b.mp4,27,1.35,13,21.2,-2.52,1.7,14.09,0.807,63.3,17.7,NORMAL,NORMAL,22,136.28
seq_08_panic_dispersion_b.mp4,28,1.4,13,21.0,-2.77,0.91,1.73,0.899,85.1,18.3,NORMAL,NORMAL,22,139.35
seq_08_panic_dispersion_b.mp4,29,1.45,13,20.8,-2.74,1.01,1.68,0.857,83.1,18.9,NORMAL,NORMAL,22,142.72
seq_08_panic_dispersion_b.mp4,30,1.5,13,20.8,-2.73,0.91,1.78,0.978,95.4,19.4,NORMAL,NORMAL,22,141.12
seq_08_panic_dispersion_b.mp4,31,1.55,14,21.0,-2.08,0.97,1.77,0.701,67.6,19.9,NORMAL,NORMAL,22,146.48
seq_08_panic_dispersion_b.mp4,32,1.6,14,21.0,-1.98,0.94,1.79,0.733,71.4,20.4,NORMAL,NORMAL,22,141.82
seq_08_panic_dispersion_b.mp4,33,1.65,15,21.0,-1.95,0.97,1.68,0.798,75.1,20.9,NORMAL,NORMAL,22,141.61
seq_08_panic_dispersion_b.mp4,34,1.7,15,20.8,-2.11,1.0,1.79,0.908,85.3,21.7,NORMAL,NORMAL,22,147.12
seq_08_panic_dispersion_b.mp4,35,1.75,15,20.8,-2.08,0.94,2.1,0.77,70.6,22.2,NORMAL,NORMAL,22,147.03
seq_08_panic_dispersion_b.mp4,36,1.8,15,20.8,-0.4,0.91,1.67,0.858,83.6,22.3,NORMAL,NORMAL,22,140.95
seq_08_panic_dispersion_b.mp4,37,1.85,14,19.1,-1.9,0.9,1.6,0.9,89.4,22.9,NORMAL,NORMAL,22,144.73
seq_08_panic_dispersion_b.mp4,38,1.9,14,19.2,-1.6,0.98,1.75,0.903,91.9,23.5,NORMAL,NORMAL,22,138.23
seq_08_panic_dispersion_b.mp4,39,1.95,13,19.7,-1.13,1.02,2.01,0.921,91.1,24.2,NORMAL,NORMAL,22,141.15
seq_08_panic_dispersion_b.mp4,40,2.0,13,21.2,0.19,1.04,1.84,0.906,90.8,24.8,NORMAL,NORMAL,22,148.39
seq_08_panic_dispersion_b.mp4,41,2.05,13,21.2,0.2,0.91,1.53,0.951,92.3,25.4,NORMAL,NORMAL,22,147.9
seq_08_panic_dispersion_b.mp4,42,2.1,14,21.3,0.36,0.97,2.1,0.909,90.1,26.1,NORMAL,NORMAL,22,151.3
seq_08_panic_dispersion_b.mp4,43,2.15,14,21.3,0.49,0.89,1.69,0.765,76.1,26.6,NORMAL,NORMAL,22,154.08
seq_08_panic_dispersion_b.mp4,44,2.2,15,21.4,0.59,1.02,1.88,0.831,83.0,27.2,NORMAL,NORMAL,22,154.92
seq_08_panic_dispersion_b.mp4,45,2.25,15,21.4,0.65,0.97,1.59,0.83,81.2,27.8,NORMAL,NORMAL,22,161.99
seq_08_panic_dispersion_b.mp4,46,2.3,15,21.5,2.48,0.9,1.64,0.949,88.0,28.5,NORMAL,NORMAL,22,157.78
seq_08_panic_dispersion_b.mp4,47,2.35,16,21.4,2.2,1.02,1.9,0.887,86.0,29.3,NORMAL,NORMAL,22,156.32
seq_08_panic_dispersion_b.mp4,48,2.4,17,21.9,2.2,0.92,1.76,0.849,77.4,29.9,NORMAL,NORMAL,22,149.81
seq_08_panic_dispersion_b.mp4,49,2.45,17,21.9,0.69,0.94,1.81,0.974,92.5,30.6,NORMAL,NORMAL,22,143.19
seq_08_panic_dispersion_b.mp4,50,2.5,17,21.9,0.78,0.97,1.93,0.821,86.3,31.2,WARNING,NORMAL,22,149.44
seq_08_panic_dispersion_b.mp4,51,2.55,16,22.2,0.91,0.93,1.5,0.855,83.9,31.8,WARNING,NORMAL,22,149.64
seq_08_panic_dispersion_b.mp4,52,2.6,16,22.1,0.83,0.93,1.66,0.928,87.9,32.5,WARNING,NORMAL,22,143.12
seq_08_panic_dispersion_b.mp4,53,2.65,16,22.2,0.81,1.0,1.79,0.873,84.9,33.1,WARNING,NORMAL,22,145.52
seq_08_panic_dispersion_b.mp4,54,2.7,16,22.2,0.73,0.98,1.52,0.938,91.2,33.7,WARNING,NORMAL,22,140.41
seq_08_panic_dispersion_b.mp4,55,2.75,16,22.1,0.54,0.94,1.73,0.961,89.5,34.4,WARNING,NORMAL,22,149.2
seq_08_panic_dispersion_b.mp4,56,2.8,16,22.0,0.53,0.94,1.81,0.847,82.4,34.9,WARNING,NORMAL,22,150.96
seq_08_panic_dispersion_b.mp4,57,2.85,16,21.9,0.05,0.91,1.64,0.758,76.0,35.3,WARNING,NORMAL,22,145.32
seq_08_panic_dispersion_b.mp4,58,2.9,17,21.9,0.01,1.01,1.67,0.841,80.4,35.8,WARNING,NORMAL,22,141.12
seq_08_panic_dispersion_b.mp4,59,2.95,18,22.3,0.33,1.01,1.79,0.921,88.2,36.6,WARNING,NORMAL,22,149.17
seq_08_panic_dispersion_b.mp4,60,3.0,18,22.3,0.03,0.93,1.95,0.911,88.8,37.1,WARNING,NORMAL,22,141.06
seq_08_panic_dispersion_b.mp4,61,3.05,18,22.2,0.08,0.9,1.7,0.789,77.8,37.6,WARNING,NORMAL,22,152.24
seq_08_panic_dispersion_b.mp4,62,3.1,18,22.2,0.03,0.93,1.7,0.854,79.7,38.1,WARNING,NORMAL,22,146.44
seq_08_panic_dispersion_b.mp4,63,3.15,19,22.6,0.48,0.99,1.69,0.89,87.2,38.7,WARNING,NORMAL,22,144.59
seq_08_panic_dispersion_b.mp4,64,3.2,18,21.9,-0.16,2.43,32.37,0.854,38.7,40.4,WARNING,NORMAL,22,144.74
seq_08_panic_dispersion_b.mp4,65,3.25,18,22.0,0.08,0.98,1.72,0.92,95.3,41.0,WARNING,NORMAL,22,140.17
seq_08_panic_dispersion_b.mp4,66,3.3,18,22.1,0.18,0.94,1.57,0.876,82.3,41.6,WARNING,NORMAL,22,148.67
seq_08_panic_dispersion_b.mp4,67,3.35,16,21.7,-0.18,0.92,1.69,0.85,83.6,42.2,WARNING,NORMAL,22,143.57
seq_08_panic_dispersion_b.mp4,68,3.4,15,21.1,-1.13,0.92,1.79,0.93,90.8,42.6,WARNING,NORMAL,22,142.94
seq_08_panic_dispersion_b.mp4,69,3.45,15,21.0,-1.31,1.07,2.12,0.762,71.0,43.2,WARNING,NORMAL,22,143.45
seq_08_panic_dispersion_b.mp4,70,3.5,16,21.1,-1.06,1.01,1.88,0.884,86.3,43.9,WARNING,NORMAL,22,140.06
seq_08_panic_dispersion_b.mp4,71,3.55,16,21.0,-1.19,0.99,1.73,0.885,83.1,44.6,WARNING,NORMAL,22,136.34
seq_08_panic_dispersion_b.mp4,72,3.6,15,20.7,-1.95,1.01,1.91,0.865,82.4,45.3,WARNING,NORMAL,22,147.2
seq_08_panic_dispersion_b.mp4,73,3.65,15,20.8,-1.1,0.92,1.97,0.842,76.3,44.6,WARNING,NORMAL,22,162.3
seq_08_panic_dispersion_b.mp4,74,3.7,16,21.3,-0.72,0.94,1.64,0.949,91.5,45.1,WARNING,NORMAL,22,170.56
seq_08_panic_dispersion_b.mp4,75,3.75,16,21.5,-0.61,1.01,1.9,0.847,82.3,45.7,WARNING,NORMAL,22,182.05
seq_08_panic_dispersion_b.mp4,76,3.8,16,21.7,-0.03,0.92,1.64,0.93,92.4,46.3,WARNING,NORMAL,22,170.72
seq_08_panic_dispersion_b.mp4,77,3.85,16,22.0,0.82,0.98,1.64,0.893,88.9,46.9,WARNING,NORMAL,22,164.44
seq_08_panic_dispersion_b.mp4,78,3.9,16,22.1,1.13,0.91,1.71,0.929,89.7,47.6,WARNING,NORMAL,22,153.21
seq_08_panic_dispersion_b.mp4,79,3.95,17,22.3,1.18,1.0,1.8,0.901,92.8,48.2,WARNING,NORMAL,22,180.65
seq_08_panic_dispersion_b.mp4,80,4.0,17,22.4,1.39,3.14,4.56,0.977,96.3,49.5,WARNING,CRITICAL,22,174.54
seq_08_panic_dispersion_b.mp4,81,4.05,16,21.6,0.9,3.38,8.9,0.959,87.3,52.1,HIGH RISK,CRITICAL,22,170.27
seq_08_panic_dispersion_b.mp4,82,4.1,16,21.8,0.96,3.19,4.6,0.956,91.1,54.7,HIGH RISK,CRITICAL,22,163.52
seq_08_panic_dispersion_b.mp4,83,4.15,16,20.6,-0.76,4.58,36.45,0.934,66.9,59.5,HIGH RISK,CRITICAL,22,158.93
seq_08_panic_dispersion_b.mp4,84,4.2,16,20.6,-0.84,3.07,4.14,0.911,88.0,61.9,HIGH RISK,CRITICAL,22,170.71
seq_08_panic_dispersion_b.mp4,85,4.25,16,20.5,-1.12,3.22,4.31,0.924,93.5,64.4,HIGH RISK,CRITICAL,22,171.52
seq_08_panic_dispersion_b.mp4,86,4.3,16,20.5,-1.48,3.01,4.13,0.902,88.0,66.7,HIGH RISK,CRITICAL,22,164.23
seq_08_panic_dispersion_b.mp4,87,4.35,16,19.3,-2.83,4.63,32.85,0.944,68.1,70.2,HIGH RISK,CRITICAL,22,152.23
seq_08_panic_dispersion_b.mp4,88,4.4,14,18.3,-4.05,3.4,11.49,0.875,89.6,73.0,HIGH RISK,CRITICAL,22,148.97
seq_08_panic_dispersion_b.mp4,89,4.45,14,18.2,-4.23,3.23,4.38,0.842,83.8,73.7,HIGH RISK,CRITICAL,22,141.04
seq_08_panic_dispersion_b.mp4,90,4.5,14,18.1,-3.5,3.33,4.37,0.826,82.3,72.5,HIGH RISK,CRITICAL,22,143.93
seq_08_panic_dispersion_b.mp4,91,4.55,14,18.0,-3.8,3.11,4.49,0.793,79.8,71.1,HIGH RISK,CRITICAL,22,145.29
seq_08_panic_dispersion_b.mp4,92,4.6,13,16.9,-3.68,3.36,8.72,0.829,80.1,68.8,HIGH RISK,CRITICAL,22,135.03
seq_08_panic_dispersion_b.mp4,93,4.65,13,16.7,-3.91,3.19,4.32,0.857,85.1,66.6,HIGH RISK,CRITICAL,22,135.7
seq_08_panic_dispersion_b.mp4,94,4.7,13,15.9,-4.66,3.29,4.83,0.858,92.2,65.6,HIGH RISK,CRITICAL,22,140.64
seq_08_panic_dispersion_b.mp4,95,4.75,12,14.6,-5.85,3.4,6.35,0.857,85.8,64.7,HIGH RISK,CRITICAL,22,144.69
seq_08_panic_dispersion_b.mp4,96,4.8,12,14.7,-4.53,3.23,4.49,0.915,93.5,62.5,HIGH RISK,CRITICAL,22,138.05
seq_08_panic_dispersion_b.mp4,97,4.85,12,14.8,-3.47,3.23,4.44,0.915,90.4,60.0,HIGH RISK,CRITICAL,22,142.2
seq_08_panic_dispersion_b.mp4,98,4.9,12,14.7,-3.48,3.31,4.67,0.877,88.3,60.5,HIGH RISK,CRITICAL,22,136.52
seq_08_panic_dispersion_b.mp4,99,4.95,11,13.7,-4.34,3.19,8.48,0.922,89.5,61.2,HIGH RISK,CRITICAL,22,149.35
seq_08_panic_dispersion_b.mp4,100,5.0,11,13.7,-4.31,2.97,3.94,0.917,91.3,61.2,HIGH RISK,CRITICAL,22,141.6
seq_08_panic_dispersion_b.mp4,101,5.05,10,11.7,-5.13,3.67,19.07,0.877,70.4,61.1,HIGH RISK,CRITICAL,22,143.38
seq_08_panic_dispersion_b.mp4,102,5.1,10,11.7,-5.03,2.99,4.27,0.949,95.6,61.2,HIGH RISK,CRITICAL,22,137.18
seq_08_panic_dispersion_b.mp4,103,5.15,10,11.6,-4.27,2.86,4.2,0.97,96.6,61.3,HIGH RISK,CRITICAL,22,140.84
seq_08_panic_dispersion_b.mp4,104,5.2,9,10.7,-3.89,4.54,29.53,0.928,62.5,61.2,HIGH RISK,CRITICAL,22,142.18
seq_08_panic_dispersion_b.mp4,105,5.25,9,10.7,-3.99,3.32,4.49,0.956,92.9,61.2,HIGH RISK,CRITICAL,22,141.68
seq_08_panic_dispersion_b.mp4,106,5.3,8,9.5,-5.31,3.45,5.44,0.989,97.7,62.0,HIGH RISK,CRITICAL,22,139.8
seq_08_panic_dispersion_b.mp4,107,5.35,7,7.8,-6.87,3.8,12.79,0.964,85.7,62.6,HIGH RISK,CRITICAL,22,139.25
seq_08_panic_dispersion_b.mp4,108,5.4,5,5.8,-7.99,6.63,36.75,0.83,54.7,65.3,HIGH RISK,CRITICAL,22,130.48
seq_08_panic_dispersion_b.mp4,109,5.45,4,4.7,-9.0,4.35,11.22,0.845,63.9,66.5,HIGH RISK,CRITICAL,22,134.12
seq_08_panic_dispersion_b.mp4,110,5.5,4,4.7,-7.07,3.24,4.22,0.95,87.7,66.3,HIGH RISK,CRITICAL,22,135.98
seq_08_panic_dispersion_b.mp4,111,5.55,3,3.4,-8.33,4.33,11.36,0.939,87.4,67.2,HIGH RISK,CRITICAL,22,136.27
seq_08_panic_dispersion_b.mp4,112,5.6,2,2.2,-9.42,4.91,13.24,0.744,52.8,68.9,HIGH RISK,CRITICAL,22,140.54
seq_08_panic_dispersion_b.mp4,113,5.65,2,2.2,-8.55,3.39,4.18,0.962,95.9,68.4,HIGH RISK,CRITICAL,22,143.45
