video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count
seq_03_counter_flow_surge.mp4,170,8.5,28,57.0,14.19,2.38,4.27,0.159,7.5,36.3,WARNING,CRITICAL,68
seq_03_counter_flow_surge.mp4,171,8.55,27,50.9,7.92,2.15,3.25,0.183,8.7,36.4,WARNING,CRITICAL,68
seq_03_counter_flow_surge.mp4,172,8.6,31,57.3,14.53,2.26,3.36,0.199,10.3,37.2,WARNING,CRITICAL,69
seq_03_counter_flow_surge.mp4,173,8.65,30,51.2,-1.28,2.21,3.22,0.198,10.7,37.1,WARNING,CRITICAL,69
seq_03_counter_flow_surge.mp4,174,8.7,28,45.5,-0.77,2.26,3.19,0.175,8.5,36.6,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,175,8.75,26,44.8,-2.92,2.21,3.28,0.213,9.7,35.8,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,176,8.8,29,50.8,3.21,2.25,3.22,0.167,6.2,35.5,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,177,8.85,28,49.1,0.87,2.25,3.31,0.214,9.9,35.2,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,178,8.9,28,44.1,-2.2,2.19,3.16,0.206,9.9,34.8,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,179,8.95,29,51.4,-5.6,2.31,3.41,0.237,11.5,34.7,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,180,9.0,27,42.4,-8.47,2.24,3.19,0.251,11.8,33.9,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,181,9.05,31,57.8,0.47,2.21,3.21,0.207,8.6,33.7,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,182,9.1,31,58.0,6.85,2.24,3.33,0.244,11.1,33.6,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,183,9.15,32,57.8,12.28,2.27,3.23,0.153,6.4,33.8,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,184,9.2,35,58.2,13.43,2.25,3.19,0.221,9.7,34.1,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,185,9.25,34,57.6,6.77,2.26,3.28,0.223,9.7,34.4,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,186,9.3,32,55.9,6.81,2.46,7.12,0.234,21.3,34.5,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,187,9.35,33,56.1,12.01,2.27,3.27,0.199,9.8,34.8,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,188,9.4,32,55.8,4.45,2.26,3.32,0.197,8.5,34.9,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,189,9.45,32,55.5,13.05,2.24,3.18,0.203,8.5,35.3,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,190,9.5,32,54.4,-3.4,2.27,3.38,0.218,12.0,35.2,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,191,9.55,32,53.6,-4.46,2.27,3.41,0.175,8.0,34.8,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,192,9.6,31,53.3,-4.52,2.28,3.21,0.203,10.4,34.0,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,193,9.65,31,52.0,-6.17,2.61,7.77,0.153,16.0,33.4,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,194,9.7,30,51.5,-6.06,2.29,3.26,0.186,9.3,32.3,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,195,9.75,30,50.7,-5.13,2.31,3.97,0.185,10.5,31.4,WARNING,CRITICAL,70
seq_03_counter_flow_surge.mp4,196,9.8,29,49.5,-6.57,2.33,4.11,0.22,13.1,30.8,NORMAL,CRITICAL,70
seq_03_counter_flow_surge.mp4,197,9.85,27,48.4,-7.5,2.53,9.15,0.205,27.8,30.6,NORMAL,CRITICAL,70
seq_03_counter_flow_surge.mp4,198,9.9,27,48.3,-7.23,2.29,3.08,0.145,6.8,30.3,NORMAL,CRITICAL,70
seq_03_counter_flow_surge.mp4,199,9.95,28,47.9,-6.49,2.3,3.21,0.104,5.0,29.9,NORMAL,CRITICAL,70
seq_04_rapid_panic_dispersion.mp4,0,0.0,19,23.6,-30.02,8.69,20.95,0.991,96.7,35.3,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,1,0.05,19,23.7,-29.61,0.9,1.77,0.826,81.8,34.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,2,0.1,19,23.8,-28.27,0.94,1.73,0.764,79.2,32.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,3,0.15,17,23.7,-27.77,0.98,1.58,0.825,75.4,31.3,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,4,0.2,17,23.6,-27.1,0.93,1.84,0.856,88.0,30.2,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,5,0.25,17,23.6,-25.96,0.9,1.75,0.869,82.5,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,6,0.3,16,23.3,-25.02,1.05,2.25,0.793,75.4,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,7,0.35,16,23.3,-24.97,0.99,2.11,0.802,82.2,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,8,0.4,16,23.2,-24.75,0.91,1.81,0.906,85.9,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,9,0.45,15,22.9,-0.63,0.96,1.81,0.686,67.4,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,10,0.5,15,22.7,-1.0,0.94,1.72,0.771,77.1,29.5,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,11,0.55,15,22.6,-1.13,0.95,1.79,0.907,85.0,29.6,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,12,0.6,15,22.5,-1.21,0.88,1.37,0.706,70.5,29.6,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,13,0.65,16,22.4,-1.22,0.93,1.84,0.841,81.0,29.7,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,14,0.7,15,20.5,-3.07,0.93,1.89,0.824,78.4,29.9,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,15,0.75,15,22.6,-0.73,0.94,1.68,0.813,82.5,30.0,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,16,0.8,15,22.8,-0.45,0.88,1.73,0.814,79.0,30.1,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,17,0.85,15,23.0,-0.18,0.94,1.77,0.833,83.5,30.3,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,18,0.9,15,23.3,0.37,1.01,2.1,0.784,75.1,30.4,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,19,0.95,15,23.2,0.51,1.01,2.15,0.78,73.6,30.6,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,20,1.0,15,23.2,0.52,0.94,1.82,0.786,78.1,30.7,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,21,1.05,15,23.1,0.56,0.91,1.74,0.845,84.0,30.9,NORMAL,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,22,1.1,15,22.9,0.52,0.92,2.06,0.761,70.3,31.1,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,23,1.15,16,22.9,2.45,0.99,2.2,0.823,77.8,31.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,24,1.2,16,22.8,0.15,0.92,1.7,0.75,70.1,31.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,25,1.25,15,21.2,-1.6,1.11,5.73,0.789,79.5,32.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,26,1.3,15,21.1,-1.86,0.94,1.6,0.775,82.2,32.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,27,1.35,15,21.0,-2.33,0.89,1.7,0.792,75.1,32.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,28,1.4,15,21.0,-2.2,0.96,1.74,0.704,76.6,32.6,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,29,1.45,14,20.9,-2.28,0.94,1.79,0.701,69.3,32.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,30,1.5,14,21.2,-1.95,0.93,2.03,0.769,75.5,33.0,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,31,1.55,13,21.1,-1.81,1.02,1.89,0.742,72.5,33.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,32,1.6,14,21.4,-1.55,0.9,2.1,0.661,65.8,33.3,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,33,1.65,14,21.6,-1.19,0.92,1.63,0.726,74.2,33.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,34,1.7,14,21.8,0.53,0.96,1.76,0.666,64.3,33.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,35,1.75,14,22.0,0.89,0.91,1.72,0.648,63.4,33.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,36,1.8,15,21.9,0.96,1.05,2.01,0.692,63.2,33.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,37,1.85,15,21.9,0.92,0.81,1.37,0.676,65.6,34.1,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,38,1.9,15,21.9,1.07,0.96,1.69,0.84,84.7,34.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,39,1.95,14,22.2,1.09,0.91,1.71,0.792,77.8,34.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,40,2.0,14,22.2,1.1,0.99,1.98,0.724,71.7,35.1,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,41,2.05,14,22.3,0.96,0.91,1.6,0.755,74.3,35.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,42,2.1,14,22.4,0.88,0.92,1.71,0.706,67.0,35.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,43,2.15,13,23.1,1.36,1.04,1.98,0.781,73.7,36.3,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,44,2.2,13,23.1,1.06,1.05,2.45,0.76,67.2,36.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,45,2.25,12,22.2,0.24,2.16,27.41,0.657,31.8,37.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,46,2.3,12,22.3,0.36,0.93,1.96,0.789,76.4,38.0,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,47,2.35,12,22.6,0.64,0.89,1.72,0.704,72.4,38.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,48,2.4,14,22.6,0.41,1.03,2.01,0.702,61.5,38.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,49,2.45,14,22.7,0.47,0.9,1.61,0.749,75.8,38.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,50,2.5,14,22.9,0.59,0.87,1.44,0.841,80.4,39.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,51,2.55,14,23.2,0.78,0.89,1.56,0.888,89.6,39.6,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,52,2.6,13,22.3,-0.81,1.1,4.15,0.701,66.0,39.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,53,2.65,14,22.7,-0.34,0.96,1.9,0.791,78.6,39.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,54,2.7,14,22.8,0.66,0.92,1.9,0.779,77.5,39.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,55,2.75,15,23.2,0.91,1.0,1.81,0.866,84.9,39.7,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,56,2.8,15,21.0,-1.59,1.16,3.39,0.749,65.4,39.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,57,2.85,16,21.3,-1.38,0.96,2.02,0.709,73.0,40.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,58,2.9,16,21.3,-1.38,0.94,1.7,0.707,67.8,40.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,59,2.95,17,21.4,-1.54,0.93,1.61,0.779,75.8,40.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,60,3.0,17,21.5,-1.76,0.91,1.59,0.644,63.7,41.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,61,3.05,17,21.5,-0.85,0.94,1.82,0.754,68.7,41.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,62,3.1,17,21.5,-1.27,0.89,1.41,0.764,75.7,41.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,63,3.15,18,21.5,-1.33,0.84,1.56,0.712,68.4,42.1,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,64,3.2,17,21.6,-1.58,0.94,1.7,0.666,67.5,42.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,65,3.25,16,21.2,0.21,0.86,1.5,0.786,81.6,42.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,66,3.3,16,21.0,-0.23,0.94,1.67,0.793,77.2,43.1,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,67,3.35,15,21.1,-0.19,0.97,1.9,0.776,78.6,43.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,68,3.4,15,20.9,-0.45,1.04,2.27,0.737,68.4,43.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,69,3.45,16,21.1,-0.35,1.02,2.45,0.857,78.2,44.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,70,3.5,16,21.0,-0.45,0.93,1.96,0.75,76.2,44.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,71,3.55,16,20.8,-0.63,0.92,1.72,0.716,68.6,44.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,72,3.6,16,20.7,-0.77,0.94,1.49,0.862,84.1,45.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,73,3.65,16,20.6,-1.01,0.93,1.71,0.718,67.9,45.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,74,3.7,16,20.5,-0.7,0.91,1.61,0.811,82.6,45.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,75,3.75,16,20.5,-0.54,0.94,1.39,0.706,71.1,46.4,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,76,3.8,16,20.5,-0.62,0.93,1.74,0.81,84.5,46.8,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,77,3.85,16,20.6,-0.37,0.85,1.61,0.72,74.3,46.9,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,78,3.9,16,20.7,-0.44,0.96,1.83,0.83,82.6,47.2,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,79,3.95,16,20.8,-0.26,0.93,2.03,0.735,74.3,47.5,WARNING,NORMAL,22
seq_04_rapid_panic_dispersion.mp4,80,4.0,16,20.8,-0.07,3.07,4.7,0.557,55.6,49.4,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,81,4.05,16,20.9,0.18,3.31,4.58,0.556,56.8,51.5,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,82,4.1,16,20.9,0.33,2.94,4.0,0.589,59.8,53.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,83,4.15,15,19.7,-0.79,3.43,9.74,0.542,50.1,55.6,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,84,4.2,15,19.8,-0.69,3.1,4.27,0.565,52.9,57.6,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,85,4.25,16,19.6,-0.89,3.27,4.43,0.577,57.1,59.7,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,86,4.3,14,17.7,-2.88,3.89,18.5,0.584,45.8,62.4,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,87,4.35,14,17.8,-2.88,3.3,4.42,0.612,62.3,64.7,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,88,4.4,14,17.7,-3.05,3.12,4.3,0.613,59.3,66.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,89,4.45,12,15.6,-5.13,3.48,9.15,0.57,57.1,67.4,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,90,4.5,11,14.7,-6.21,3.25,4.7,0.606,59.4,65.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,91,4.55,12,14.3,-6.6,3.24,4.52,0.615,60.5,64.4,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,92,4.6,12,14.3,-5.37,3.27,4.69,0.605,58.9,62.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,93,4.65,11,13.0,-6.81,3.32,9.07,0.602,59.1,61.2,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,94,4.7,10,11.8,-7.82,4.77,32.21,0.583,37.8,60.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,95,4.75,9,10.8,-6.91,3.23,7.02,0.619,58.6,58.7,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,96,4.8,8,9.8,-7.96,4.88,30.85,0.638,43.8,57.7,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,97,4.85,8,9.6,-8.08,2.89,4.2,0.744,70.2,55.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,98,4.9,7,8.6,-7.04,4.87,24.9,0.717,48.7,55.5,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,99,4.95,6,7.2,-7.44,4.21,14.42,0.759,78.3,56.4,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,100,5.0,6,7.2,-7.09,3.13,4.7,0.676,70.3,56.0,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,101,5.05,6,7.2,-7.1,3.26,4.45,0.717,69.2,55.7,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,102,5.1,6,7.2,-5.76,3.08,4.38,0.699,65.4,55.6,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,103,5.15,6,7.2,-4.56,3.11,4.11,0.704,69.9,54.0,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,104,5.2,5,6.1,-4.73,4.32,12.85,0.682,71.8,53.6,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,105,5.25,5,6.0,-3.84,3.16,4.41,0.607,61.9,52.6,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,106,5.3,3,3.5,-6.14,6.35,19.71,0.561,45.7,54.0,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,107,5.35,3,3.5,-5.09,3.22,4.47,0.605,63.3,52.8,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,108,5.4,3,3.5,-3.75,3.25,4.31,0.484,47.5,51.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,109,5.45,2,2.4,-4.85,4.76,15.09,0.695,65.3,51.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,110,5.5,2,2.4,-4.85,3.05,4.86,0.674,64.6,51.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,111,5.55,2,2.4,-4.85,3.3,4.44,0.633,61.7,51.1,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,112,5.6,2,2.4,-4.85,3.2,4.14,0.559,54.8,51.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,113,5.65,2,2.4,-3.66,3.52,4.29,0.728,71.3,51.9,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,114,5.7,2,2.4,-3.6,3.08,3.73,0.669,65.1,50.9,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,115,5.75,2,2.4,-1.1,3.2,3.87,0.627,62.2,50.8,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,116,5.8,2,2.4,-1.1,2.77,3.93,0.59,53.3,50.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,117,5.85,1,1.2,-2.3,7.11,16.15,0.777,47.5,50.7,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,118,5.9,1,1.2,-1.2,3.22,3.98,0.025,1.3,50.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,119,5.95,1,1.2,-1.2,2.75,3.04,0.014,0.8,49.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,120,6.0,1,1.2,-1.2,2.76,3.6,0.018,1.4,49.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,121,6.05,1,1.2,-1.2,3.39,4.29,0.02,1.2,48.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,122,6.1,1,1.2,-1.2,3.39,4.25,0.019,1.1,48.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,123,6.15,1,1.2,-1.2,2.87,3.58,0.024,1.4,47.7,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,124,6.2,1,1.2,-1.2,3.02,3.33,0.017,0.8,47.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,125,6.25,1,1.2,-1.2,3.34,3.65,0.013,0.6,47.8,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,126,6.3,1,1.2,-0.04,2.67,2.96,0.011,0.6,46.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,127,6.35,1,1.1,-0.11,3.43,4.28,0.017,0.8,45.8,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,128,6.4,1,0.9,-0.34,3.5,4.37,0.017,1.2,45.3,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,129,6.45,0,0.0,-1.2,20.12,29.45,0.004,0.1,56.3,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,130,6.5,0,0.0,-1.2,0.0,0.0,0.0,0.0,53.5,HIGH RISK,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,131,6.55,0,0.0,-1.2,0.0,0.0,0.0,0.0,50.0,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,132,6.6,0,0.0,-1.2,0.0,0.0,0.0,0.0,47.3,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,133,6.65,0,0.0,-1.2,0.0,0.0,0.0,0.0,44.5,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,134,6.7,0,0.0,-1.2,0.0,0.0,0.0,0.0,42.7,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,135,6.75,0,0.0,-1.16,0.0,0.0,0.0,0.0,42.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,136,6.8,0,0.0,-1.09,0.0,0.0,0.0,0.0,41.8,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,137,6.85,0,0.0,-0.86,0.0,0.0,0.0,0.0,41.3,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,138,6.9,0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,139,6.95,0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,140,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,141,7.05,0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,142,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,143,7.15,0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,144,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,145,7.25,0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,146,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,147,7.35,0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,148,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,149,7.45,0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,150,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,151,7.55,0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,152,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,153,7.65,0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,154,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,155,7.75,0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,156,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,WARNING,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,157,7.85,0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,158,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,159,7.95,0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,160,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,161,8.05,0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,162,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,NORMAL,CRITICAL,22
seq_04_rapid_panic_dispersion.mp4,163,8.15,0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,NORMAL,CRITICAL,22
